Sector,Case,Region,Variable_English,Year,Value,Sector2
Electric Generation,Reference,Ontario,Other Renewables and Landfill Gas,2038,84.0654,Electric Generation
Electric Generation,Reference,Ontario,Other Renewables and Landfill Gas,2039,84.2582,Electric Generation
Electric Generation,Reference,Ontario,Other Renewables and Landfill Gas,2040,84.4512,Electric Generation
Less Electricity Secondary Demand,Reference,Ontario,Total,2005,469.6489,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2006,473.9739,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2007,470.8638,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2008,489.6001,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2009,455.0585,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2010,479.5656,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2011,495.9501,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2012,485.4538,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2013,499.3575,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2014,495.4971,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2015,497.2311,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2016,485.226,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2017,469.4527,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2018,469.9579,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2019,471.9659,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2020,473.422,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2021,475.1554,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2022,475.6839,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2023,477.644,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2024,478.8789,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2025,481.4328,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2026,483.8541,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2027,486.2416,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2028,490.2876,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2029,494.3644,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2030,497.9155,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2031,501.5877,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2032,504.5562,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2033,507.493,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2034,511.0192,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2035,514.7285,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2036,518.4791,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2037,521.6543,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2038,524.3564,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2039,526.7329,Less Electricity Secondary Demand
Less Electricity Secondary Demand,Reference,Ontario,Total,2040,528.7964,Less Electricity Secondary Demand
Primary Demand,Reference,Ontario,Total,2005,4183.7789,Primary Demand
Primary Demand,Reference,Ontario,Total,2006,4081.015,Primary Demand
Primary Demand,Reference,Ontario,Total,2007,4140.7418,Primary Demand
Primary Demand,Reference,Ontario,Total,2008,4061.3294,Primary Demand
Primary Demand,Reference,Ontario,Total,2009,3601.437,Primary Demand
Primary Demand,Reference,Ontario,Total,2010,3764.2509,Primary Demand
Primary Demand,Reference,Ontario,Total,2011,3935.812,Primary Demand
Primary Demand,Reference,Ontario,Total,2012,3849.9506,Primary Demand
Primary Demand,Reference,Ontario,Total,2013,3965.8447,Primary Demand
Primary Demand,Reference,Ontario,Total,2014,4069.365,Primary Demand
Primary Demand,Reference,Ontario,Total,2015,4002.5534,Primary Demand
Primary Demand,Reference,Ontario,Total,2016,4017.3639,Primary Demand
Primary Demand,Reference,Ontario,Total,2017,3851.1773,Primary Demand
Primary Demand,Reference,Ontario,Total,2018,3766.6175,Primary Demand
Primary Demand,Reference,Ontario,Total,2019,3772.0559,Primary Demand
Primary Demand,Reference,Ontario,Total,2020,3727.4012,Primary Demand
Primary Demand,Reference,Ontario,Total,2021,3737.4019,Primary Demand
Primary Demand,Reference,Ontario,Total,2022,3623.4028,Primary Demand
Primary Demand,Reference,Ontario,Total,2023,3613.5215,Primary Demand
Primary Demand,Reference,Ontario,Total,2024,3689.0841,Primary Demand
Primary Demand,Reference,Ontario,Total,2025,3592.5233,Primary Demand
Primary Demand,Reference,Ontario,Total,2026,3667.9239,Primary Demand
Primary Demand,Reference,Ontario,Total,2027,3686.9871,Primary Demand
Primary Demand,Reference,Ontario,Total,2028,3788.9894,Primary Demand
Primary Demand,Reference,Ontario,Total,2029,3740.5167,Primary Demand
Primary Demand,Reference,Ontario,Total,2030,3815.587,Primary Demand
Primary Demand,Reference,Ontario,Total,2031,3765.5039,Primary Demand
Primary Demand,Reference,Ontario,Total,2032,3837.4119,Primary Demand
Primary Demand,Reference,Ontario,Total,2033,3838.7153,Primary Demand
Primary Demand,Reference,Ontario,Total,2034,3915.7128,Primary Demand
Primary Demand,Reference,Ontario,Total,2035,3923.0385,Primary Demand
Primary Demand,Reference,Ontario,Total,2036,3949.5314,Primary Demand
Primary Demand,Reference,Ontario,Total,2037,3958.821,Primary Demand
Primary Demand,Reference,Ontario,Total,2038,3963.733,Primary Demand
Primary Demand,Reference,Ontario,Total,2039,3967.3711,Primary Demand
Primary Demand,Reference,Ontario,Total,2040,3969.7443,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2005,1042.658,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2006,971.4378,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2007,1013.835,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2008,987.211,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2009,895.1659,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2010,942.2156,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2011,1072.707,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2012,1019.307,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2013,1036.367,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2014,1095.415,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2015,1058.075,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2016,965.2253,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2017,873.8459,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2018,882.5121,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2019,888.4122,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2020,903.8805,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2021,912.3715,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2022,951.5096,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2023,969.83,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2024,954.0385,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2025,1005.103,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2026,986.2756,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2027,987.45,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2028,999.5411,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2029,1025.246,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2030,1010.331,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2031,1035.019,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2032,1018.783,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2033,1024.287,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2034,1009.121,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2035,1016.806,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2036,1043.839,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2037,1053.056,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2038,1059.751,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2039,1065.077,Primary Demand
Primary Demand,Reference,Ontario,Natural Gas,2040,1069.776,Primary Demand
Primary Demand,Reference,Ontario,RPP,2005,1465.5379,Primary Demand
Primary Demand,Reference,Ontario,RPP,2006,1443.9948,Primary Demand
Primary Demand,Reference,Ontario,RPP,2007,1467.528,Primary Demand
Primary Demand,Reference,Ontario,RPP,2008,1462.9417,Primary Demand
Primary Demand,Reference,Ontario,RPP,2009,1294.9896,Primary Demand
Primary Demand,Reference,Ontario,RPP,2010,1394.1431,Primary Demand
Primary Demand,Reference,Ontario,RPP,2011,1385.9358,Primary Demand
Primary Demand,Reference,Ontario,RPP,2012,1411.8806,Primary Demand
Primary Demand,Reference,Ontario,RPP,2013,1423.0435,Primary Demand
Primary Demand,Reference,Ontario,RPP,2014,1390.3288,Primary Demand
Primary Demand,Reference,Ontario,RPP,2015,1412.5079,Primary Demand
Primary Demand,Reference,Ontario,RPP,2016,1430.5172,Primary Demand
Primary Demand,Reference,Ontario,RPP,2017,1412.5115,Primary Demand
Primary Demand,Reference,Ontario,RPP,2018,1428.9817,Primary Demand
Primary Demand,Reference,Ontario,RPP,2019,1422.5603,Primary Demand
Primary Demand,Reference,Ontario,RPP,2020,1416.4576,Primary Demand
Primary Demand,Reference,Ontario,RPP,2021,1415.7316,Primary Demand
Primary Demand,Reference,Ontario,RPP,2022,1425.6403,Primary Demand
Primary Demand,Reference,Ontario,RPP,2023,1435.1667,Primary Demand
Primary Demand,Reference,Ontario,RPP,2024,1431.3496,Primary Demand
Primary Demand,Reference,Ontario,RPP,2025,1427.3112,Primary Demand
Primary Demand,Reference,Ontario,RPP,2026,1422.7244,Primary Demand
Primary Demand,Reference,Ontario,RPP,2027,1417.5488,Primary Demand
Primary Demand,Reference,Ontario,RPP,2028,1413.8342,Primary Demand
Primary Demand,Reference,Ontario,RPP,2029,1411.2355,Primary Demand
Primary Demand,Reference,Ontario,RPP,2030,1408.0243,Primary Demand
Primary Demand,Reference,Ontario,RPP,2031,1405.1336,Primary Demand
Primary Demand,Reference,Ontario,RPP,2032,1400.3988,Primary Demand
Primary Demand,Reference,Ontario,RPP,2033,1396.1692,Primary Demand
Primary Demand,Reference,Ontario,RPP,2034,1394.2252,Primary Demand
Primary Demand,Reference,Ontario,RPP,2035,1393.1058,Primary Demand
Primary Demand,Reference,Ontario,RPP,2036,1392.477,Primary Demand
Primary Demand,Reference,Ontario,RPP,2037,1391.8259,Primary Demand
Primary Demand,Reference,Ontario,RPP,2038,1390.6211,Primary Demand
Primary Demand,Reference,Ontario,RPP,2039,1389.054,Primary Demand
Primary Demand,Reference,Ontario,RPP,2040,1387.5341,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2005,449.951,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2006,441.3863,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2007,435.2493,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2008,381.6406,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2009,221.9583,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2010,230.2885,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2011,172.3136,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2012,161.4113,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2013,139.5394,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2014,121.3304,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2015,109.9201,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2016,132.3765,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2017,114.2526,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2018,112.4252,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2019,111.0284,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2020,109.7317,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2021,110.474,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2022,110.8253,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2023,111.6859,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2024,111.7719,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2025,111.0512,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2026,110.0218,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2027,109.2999,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2028,108.818,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2029,108.1903,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2030,107.3845,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2031,106.5857,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2032,105.6576,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2033,104.6355,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2034,104.2143,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2035,103.7912,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2036,103.3597,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2037,102.7771,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2038,102.0428,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2039,101.2423,Primary Demand
Primary Demand,Reference,Ontario,"Coal, Coke and Coke Oven Gas",2040,100.4157,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2005,133.09,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2006,135.0763,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2007,128.8979,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2008,152.2223,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2009,142.8004,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2010,119.5703,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2011,128.0906,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2012,124.461,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2013,137.0339,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2014,141.0532,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2015,126.6897,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2016,121.828,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2017,126.0218,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2018,126.0218,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2019,126.6663,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2020,126.6667,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2021,127.3113,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2022,127.3115,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2023,128.0116,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2024,127.9561,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2025,128.656,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2026,128.656,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2027,129.3001,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2028,129.2326,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2029,129.9445,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2030,129.8773,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2031,130.5888,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2032,130.5222,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2033,131.4887,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2034,131.489,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2035,132.1335,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2036,132.1264,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2037,133.0928,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2038,133.093,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2039,133.7373,Primary Demand
Primary Demand,Reference,Ontario,Hydro,2040,133.8102,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2005,960.2916,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2006,960.2916,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2007,960.2897,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2008,924.3194,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2009,921.5429,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2010,925.0511,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2011,1015.54,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2012,983.0697,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2013,1063.255,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2014,1145.334,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2015,1089.337,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2016,1152.418,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2017,1113.372,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2018,1002.601,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2019,1002.601,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2020,945.6624,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2021,945.6625,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2022,781.889,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2023,742.0074,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2024,836.8519,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2025,692.0757,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2026,791.1009,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2027,814.1084,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2028,908.1475,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2029,836.3105,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2030,930.3495,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2031,858.5115,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2032,952.5506,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2033,952.5506,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2034,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2035,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2036,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2037,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2038,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2039,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Nuclear,2040,1046.59,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2005,132.2504,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2006,128.8282,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2007,134.9419,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2008,152.9944,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2009,124.9799,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2010,152.9823,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2011,161.225,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2012,149.821,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2013,166.6059,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2014,175.9036,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2015,206.0237,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2016,214.9989,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2017,211.1735,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2018,214.0757,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2019,220.7877,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2020,225.0023,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2021,225.851,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2022,226.2271,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2023,226.8199,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2024,227.1161,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2025,228.3262,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2026,229.1452,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2027,229.2799,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2028,229.416,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2029,229.5899,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2030,229.6204,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2031,229.6653,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2032,229.4997,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2033,229.5843,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2034,230.0733,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2035,230.612,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2036,231.1393,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2037,231.4792,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2038,231.6351,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2039,231.6705,Primary Demand
Primary Demand,Reference,Ontario,Other Renewables and Landfill Gas,2040,231.6183,Primary Demand
Electric Generation,Reference,Quebec,Natural Gas,2005,3.5888,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2006,25.4594,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2007,25.4594,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2008,3.1882,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2009,1.9902,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2010,3.9916,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2011,3.5232,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2012,3.2918,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2013,1.6737,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2014,2.5442,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2015,0.8641,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2016,0.6392,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2017,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2018,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2019,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2020,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2021,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2022,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2023,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2024,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2025,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2026,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2027,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2028,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2029,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2030,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2031,1.6785,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2032,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2033,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2034,1.678,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2035,1.6781,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2036,1.6787,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2037,1.6789,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2038,1.679,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2039,1.679,Electric Generation
Electric Generation,Reference,Quebec,Natural Gas,2040,1.679,Electric Generation
Electric Generation,Reference,Quebec,RPP,2005,3.2334,Electric Generation
Electric Generation,Reference,Quebec,RPP,2006,4.2619,Electric Generation
Electric Generation,Reference,Quebec,RPP,2007,4.2619,Electric Generation
Electric Generation,Reference,Quebec,RPP,2008,3.727,Electric Generation
Electric Generation,Reference,Quebec,RPP,2009,22.1705,Electric Generation
Electric Generation,Reference,Quebec,RPP,2010,3.1086,Electric Generation
Electric Generation,Reference,Quebec,RPP,2011,3.2275,Electric Generation
Electric Generation,Reference,Quebec,RPP,2012,3.1336,Electric Generation
Electric Generation,Reference,Quebec,RPP,2013,3.3136,Electric Generation
Electric Generation,Reference,Quebec,RPP,2014,3.3727,Electric Generation
Electric Generation,Reference,Quebec,RPP,2015,2.7666,Electric Generation
Electric Generation,Reference,Quebec,RPP,2016,3.0631,Electric Generation
Electric Generation,Reference,Quebec,RPP,2017,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2018,4.919,Electric Generation
Electric Generation,Reference,Quebec,RPP,2019,4.9189,Electric Generation
Electric Generation,Reference,Quebec,RPP,2020,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2021,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2022,4.9191,Electric Generation
Electric Generation,Reference,Quebec,RPP,2023,4.9192,Electric Generation
Electric Generation,Reference,Quebec,RPP,2024,4.9189,Electric Generation
Electric Generation,Reference,Quebec,RPP,2025,4.9189,Electric Generation
Electric Generation,Reference,Quebec,RPP,2026,4.9192,Electric Generation
